propID,sessID,transID,checkinDate,AP,LOS,cityCd,shopDate,rating,prefType,long,lat,booked,spotlight,num_prop_display,total_prop_display,minRate,wifi,pool,shuttle,fitness,breakfast,restaurant,parking
100176,0001480628983880B86EDCA000000000,B86EDCA0,12/14/2016,13,1,NYC,12/1/2016,4 CROWN,,-74.013777,40.709288,0,0,4,5,683.1,1,0,0,1,0,1,1
100176,0001481141181793D84870A000000000,D84870A0,12/14/2016,7,1,NYC,12/7/2016,4 CROWN,,-74.013777,40.709288,0,0,3,5,629,1,0,0,1,0,1,1
100176,0001483134752587AF6A69A000000000,AF6A69A0,1/10/2017,11,1,NYC,12/30/2016,4 CROWN,,-74.013777,40.709288,1,0,4,5,325,1,0,0,1,0,1,1
100176,0001482341638361407FD0A000000000,407FD0A0,1/15/2017,25,4,NYC,12/21/2016,4 CROWN,,-74.013777,40.709288,0,0,4,4,238.95,1,0,0,1,0,1,1
100176,000148296387868294029DB000000000,94029DB0,1/2/2017,5,4,NYC,12/28/2016,4 CROWN,,-74.013777,40.709288,0,0,4,5,183.9,1,0,0,1,0,1,1
100176,000148067297969764758CB000000000,64758CB0,4/2/2017,121,1,NYC,12/2/2016,4 CROWN,NA,-74.013777,40.709288,0,NA,NA,NA,296.1,1,0,0,1,0,1,1
100176,0001483022904565B793EBA000000000,B793EBA0,1/4/2017,6,1,NYC,12/29/2016,4 CROWN,,-74.013777,40.709288,0,0,1,5,NA,1,0,0,1,0,1,1
100176,0001482440345737189AC4B000000000,189AC4B0,2/6/2017,46,1,NYC,12/22/2016,4 CROWN,NA,-74.013777,40.709288,1,NA,NA,NA,293.55,1,0,0,1,0,1,1
100176,000148296387868294029DB000000000,94029DB0,1/2/2017,5,4,NYC,12/28/2016,4 CROWN,,-74.013777,40.709288,0,0,4,5,183.9,1,0,0,1,0,1,1
100176,000148096962375992D2ABB000000000,92D2ABB0,12/13/2016,8,1,NYC,12/5/2016,4 CROWN,,-74.013777,40.709288,0,0,4,42,575.1,1,0,0,1,0,1,1
100176,0001481131992222B86EDCA000000000,B86EDCA0,12/13/2016,6,1,NYC,12/7/2016,4 CROWN,,-74.013777,40.709288,0,0,1,5,584.1,1,0,0,1,0,1,1
100586,0001482245141455726A9EA000000000,726A9EA0,1/15/2017,26,6,NYC,12/20/2016,3 CROWN,,-74.012593,40.704049,1,0,4,4,152.1,1,0,0,1,0,0,1
100586,0001482335019254AE7F43A000000000,AE7F43A0,1/11/2017,21,1,NYC,12/21/2016,3 CROWN,,-74.012593,40.704049,1,0,1,1,NA,1,0,0,1,0,0,1
100586,0001482335019254AE7F43A000000000,AE7F43A0,1/11/2017,21,1,NYC,12/21/2016,3 CROWN,,-74.012593,40.704049,1,0,1,1,NA,1,0,0,1,0,0,1
100586,0001482335019254AE7F43A000000000,AE7F43A0,1/11/2017,21,1,NYC,12/21/2016,3 CROWN,,-74.012593,40.704049,1,0,1,1,NA,1,0,0,1,0,0,1
10078,D1C29871673E758DA028BBA000000000,A028BBA0,12/11/2016,4,4,ATL,12/7/2016,2 CROWN,,-83.764264,32.878255,0,0,30,30,NA,1,1,0,0,1,0,1
100782,0001482959737215F9EA57A000000000,F9EA57A0,8/6/2017,221,3,LAX,12/28/2016,4 CROWN,AMXE,-118.3764,34.0698,1,0,1,1,563.7,1,1,0,1,0,1,1
100782,0001482959737215F9EA57A000000000,F9EA57A0,8/6/2017,221,3,LAX,12/28/2016,4 CROWN,AMXE,-118.3764,34.0698,1,0,1,1,563.7,1,1,0,1,0,1,1
100800,0001482342970078722F70C000000000,722F70C0,12/28/2016,7,1,CHI,12/21/2016,4 CROWN,,-88.202097,41.808271,0,0,2,17,134.1,1,0,0,1,0,1,1
101460,000148164620478587E376D000000000,87E376D0,7/11/2017,210,3,ATL,12/13/2016,4 CROWN,SPOT,-84.366016,33.847431,0,1,1,3,229,1,1,0,1,0,1,1
101460,00014830206216228C87A1A000000000,8C87A1A0,1/5/2017,7,1,ATL,12/29/2016,4 CROWN,NA,-84.366016,33.847431,1,NA,NA,NA,148.72,1,1,0,1,0,1,1
101460,0001480947610656F5DA8CF000000000,F5DA8CF0,12/6/2016,1,1,ATL,12/5/2016,4 CROWN,SPOT,-84.366016,33.847431,0,1,1,12,NA,1,1,0,1,0,1,1
101460,0001482349059991C4028CB000000000,C4028CB0,1/5/2017,15,1,ATL,12/21/2016,4 CROWN,SPOT,-84.366016,33.847431,0,1,1,3,148.72,1,1,0,1,0,1,1
101460,00014824196150698C87A1A000000000,8C87A1A0,1/5/2017,14,1,ATL,12/22/2016,4 CROWN,SPOT,-84.366016,33.847431,1,1,1,3,148.72,1,1,0,1,0,1,1
101460,0001481137603659D13AAAA000000000,D13AAAA0,12/15/2016,8,1,ATL,12/7/2016,4 CROWN,SPOT,-84.366016,33.847431,1,1,1,3,175.12,1,1,0,1,0,1,1
101460,00014824196150698C87A1A000000000,8C87A1A0,1/5/2017,14,1,ATL,12/22/2016,4 CROWN,SPOT,-84.366016,33.847431,1,1,1,3,148.72,1,1,0,1,0,1,1
101460,000148183390949741BF6BB000000000,41BF6BB0,12/19/2016,4,1,ATL,12/15/2016,4 CROWN,SPOT,-84.366016,33.847431,1,1,5,20,127.2,1,1,0,1,0,1,1
101460,000148183390949741BF6BB000000000,41BF6BB0,12/19/2016,4,1,ATL,12/15/2016,4 CROWN,SPOT,-84.366016,33.847431,1,1,5,20,127.2,1,1,0,1,0,1,1
101460,0001481137603659D13AAAA000000000,D13AAAA0,12/15/2016,8,1,ATL,12/7/2016,4 CROWN,SPOT,-84.366016,33.847431,1,1,1,3,175.12,1,1,0,1,0,1,1
101460,00014830206216228C87A1A000000000,8C87A1A0,1/5/2017,7,1,ATL,12/29/2016,4 CROWN,NA,-84.366016,33.847431,1,NA,NA,NA,148.72,1,1,0,1,0,1,1
101460,000148281227890005D3BAA000000000,05D3BAA0,12/27/2016,1,3,ATL,12/26/2016,4 CROWN,SPOT,-84.366016,33.847431,1,1,1,3,129.86,1,1,0,1,0,1,1
101460,0001481137603659D13AAAA000000000,D13AAAA0,12/15/2016,8,1,ATL,12/7/2016,4 CROWN,SPOT,-84.366016,33.847431,1,1,1,3,175.12,1,1,0,1,0,1,1
101460,0001481549726656CB26A3A000000000,CB26A3A0,12/14/2016,2,2,ATL,12/12/2016,4 CROWN,SPOT,-84.366016,33.847431,0,1,1,3,229.97,1,1,0,1,0,1,1
101460,000148281227890005D3BAA000000000,05D3BAA0,12/27/2016,1,3,ATL,12/26/2016,4 CROWN,SPOT,-84.366016,33.847431,1,1,1,3,129.86,1,1,0,1,0,1,1
101460,0001482449725793CFDBBDA000000000,CFDBBDA0,1/5/2017,14,1,ATL,12/22/2016,4 CROWN,NA,-84.366016,33.847431,0,NA,NA,NA,149,1,1,0,1,0,1,1
10157,00014817503465691A9EACD000000000,1A9EACD0,1/15/2017,32,12,ATL,12/14/2016,2 CROWN,NA,-84.229134,33.955561,1,NA,NA,NA,139,1,1,0,1,1,0,1
10157,0001481557333390C6A248D000000000,C6A248D0,1/10/2017,29,2,ATL,12/12/2016,2 CROWN,,-84.229134,33.955561,1,0,2,2,104,1,1,0,1,1,0,1
101691,0001482427988542D98DFDA000000000,D98DFDA0,1/4/2017,13,2,NYC,12/22/2016,3 CROWN,,-73.989011,40.688839,0,0,104,970,96.39,1,0,0,1,1,0,1
101740,0001481562578141BEFBBFB000000000,BEFBBFB0,12/14/2016,2,1,CHI,12/12/2016,4 CROWN,,-87.806832,42.105919,0,0,1,6,138.57,1,1,0,1,0,1,1
101796,00014809826107390EE59FA000000000,0EE59FA0,12/11/2016,6,1,NYC,12/5/2016,4 CROWN,SPOT,-73.97319,40.75536,1,1,1,1,NA,1,0,0,1,0,1,1
101796,00014809826107390EE59FA000000000,0EE59FA0,12/11/2016,6,1,NYC,12/5/2016,4 CROWN,SPOT,-73.97319,40.75536,1,1,1,1,NA,1,0,0,1,0,1,1
101796,0001482434538805BBBA7EA000000000,BBBA7EA0,1/12/2017,21,1,NYC,12/22/2016,4 CROWN,SPOT,-73.97319,40.75536,1,1,1,1,NA,1,0,0,1,0,1,1
101796,0001480952439820A4BAB4A000000000,A4BAB4A0,12/8/2016,3,4,NYC,12/5/2016,4 CROWN,SPOT,-73.97319,40.75536,0,1,4,27,653.65,1,0,0,1,0,1,1
101796,0001482434538805BBBA7EA000000000,BBBA7EA0,1/12/2017,21,1,NYC,12/22/2016,4 CROWN,SPOT,-73.97319,40.75536,1,1,1,1,NA,1,0,0,1,0,1,1
101796,0001480975453428D33B76A000000000,D33B76A0,12/8/2016,3,1,NYC,12/5/2016,4 CROWN,SPOT,-73.97319,40.75536,0,1,3,27,NA,1,0,0,1,0,1,1
101796,00014809826107390EE59FA000000000,0EE59FA0,12/11/2016,6,1,NYC,12/5/2016,4 CROWN,SPOT,-73.97319,40.75536,1,1,1,1,NA,1,0,0,1,0,1,1
1019,0001481239933341CCB8BFA000000000,CCB8BFA0,12/14/2016,6,2,NYC,12/8/2016,4 CROWN,,-73.832501,41.060638,0,0,2,18,178,1,1,0,1,0,1,1
10209,0001481039196917D34AA5A000000000,D34AA5A0,12/6/2016,0,1,NYC,12/6/2016,2 CROWN,,-74.115366,41.045542,1,0,5,5,87.39,0,0,0,0,1,0,1
102227,000148071510337458B242A000000000,58B242A0,12/11/2016,9,2,CHI,12/2/2016,4 CROWN,NA,-87.63157,41.89483,1,NA,NA,NA,74.35,1,0,1,1,0,1,1
102227,000148071510337458B242A000000000,58B242A0,12/11/2016,9,2,CHI,12/2/2016,4 CROWN,NA,-87.63157,41.89483,1,NA,NA,NA,74.35,1,0,1,1,0,1,1
102848,000148094112292520784EB000000000,20784EB0,12/12/2016,7,1,NYC,12/5/2016,3 CROWN,,-74.0064,40.72725,1,0,2,6,225,1,0,0,1,0,1,0
102848,000148094112292520784EB000000000,20784EB0,12/12/2016,7,1,NYC,12/5/2016,3 CROWN,,-74.0064,40.72725,1,0,2,6,225,1,0,0,1,0,1,0
102848,00014818251747848C73B4B000000000,8C73B4B0,1/19/2017,35,1,NYC,12/15/2016,3 CROWN,,-74.0064,40.72725,0,0,6,14,NA,1,0,0,1,0,1,0
102848,000148232726922369F158B000000000,69F158B0,2/25/2017,66,7,NYC,12/21/2016,3 CROWN,NA,-74.0064,40.72725,1,NA,NA,NA,NA,1,0,0,1,0,1,0
102848,0001481640178721B58850C000000000,B58850C0,12/20/2016,7,1,NYC,12/13/2016,3 CROWN,,-74.0064,40.72725,1,0,2,3,115,1,0,0,1,0,1,0
102848,000148232726922369F158B000000000,69F158B0,2/25/2017,66,7,NYC,12/21/2016,3 CROWN,NA,-74.0064,40.72725,1,NA,NA,NA,NA,1,0,0,1,0,1,0
102863,00014810644004673835B4A000000000,3835B4A0,12/8/2016,2,1,NYC,12/6/2016,NA,,-74.005388,40.725635,1,0,2,3,436,1,0,1,0,0,0,0
102863,0001481481277375731AFBA000000000,731AFBA0,12/12/2016,1,1,NYC,12/11/2016,NA,,-74.005388,40.725635,1,0,1,2,404,1,0,1,0,0,0,0
10304,0001480608918522E4078CE000000000,E4078CE0,12/5/2016,4,1,ATL,12/1/2016,2 CROWN,,-84.477276,33.899593,0,0,2,2,89,1,1,0,1,1,0,1
10322,0001481577572762C2F54BA000000000,C2F54BA0,12/14/2016,2,1,NYC,12/12/2016,5 CROWN,SPOT,-73.968376,40.766513,1,1,1,5,560,1,0,0,1,0,1,0
10322,0001480639733311849B0AA000000000,849B0AA0,12/3/2016,2,3,NYC,12/1/2016,5 CROWN,SPOT,-73.968376,40.766513,0,1,1,5,NA,1,0,0,1,0,1,0
10322,D1BF506FD2CB5926C89FB9A000000000,C89FB9A0,12/13/2016,8,5,NYC,12/5/2016,5 CROWN,SPOT,-73.968376,40.766513,1,1,1,1,340,1,0,0,1,0,1,0
10322,000148166168030063E683A000000000,63E683A0,12/15/2016,2,1,NYC,12/13/2016,5 CROWN,NA,-73.968376,40.766513,0,NA,NA,2,415,1,0,0,1,0,1,0
10322,0001481577572762C2F54BA000000000,C2F54BA0,12/14/2016,2,1,NYC,12/12/2016,5 CROWN,SPOT,-73.968376,40.766513,1,1,1,5,560,1,0,0,1,0,1,0
10322,D1BF506FD2CB5926C89FB9A000000000,C89FB9A0,12/13/2016,8,5,NYC,12/5/2016,5 CROWN,SPOT,-73.968376,40.766513,1,1,1,1,340,1,0,0,1,0,1,0
10322,D1BF506FD2CB5926C89FB9A000000000,C89FB9A0,12/13/2016,8,5,NYC,12/5/2016,5 CROWN,SPOT,-73.968376,40.766513,1,1,1,1,340,1,0,0,1,0,1,0
103579,D1DC9826F8367E84DF9DDEF000000000,DF9DDEF0,1/12/2017,15,1,NYC,12/28/2016,4 CROWN,,-74.028398,40.738703,1,0,1,5,224.1,1,0,0,1,0,1,1
103579,D1DC9826F8367E84DF9DDEF000000000,DF9DDEF0,1/12/2017,15,1,NYC,12/28/2016,4 CROWN,,-74.028398,40.738703,1,0,1,5,224.1,1,0,0,1,0,1,1
103579,0001482188083858DDD377A000000000,DDD377A0,1/11/2017,23,1,NYC,12/19/2016,4 CROWN,,-74.028398,40.738703,0,0,4,5,284.05,1,0,0,1,0,1,1
103598,0001481154659971BB877FD000000000,BB877FD0,1/8/2017,32,1,CHI,12/7/2016,3 CROWN,,-88.053038,44.478947,0,0,4,4,349,1,1,1,1,0,0,1
103985,0001482445723754E5E39BA000000000,E5E39BA0,1/16/2017,25,1,ATL,12/22/2016,3 CROWN,NA,-83.68607,32.90694,1,NA,NA,NA,68,1,1,0,1,1,0,1
103985,0001482445723754E5E39BA000000000,E5E39BA0,1/16/2017,25,1,ATL,12/22/2016,3 CROWN,NA,-83.68607,32.90694,1,NA,NA,NA,68,1,1,0,1,1,0,1
103985,0001482446866577E5E39BA000000000,E5E39BA0,1/16/2017,25,1,ATL,12/22/2016,3 CROWN,NA,-83.68607,32.90694,1,NA,NA,NA,68,1,1,0,1,1,0,1
103985,0001482446866577E5E39BA000000000,E5E39BA0,1/16/2017,25,1,ATL,12/22/2016,3 CROWN,NA,-83.68607,32.90694,1,NA,NA,NA,68,1,1,0,1,1,0,1
104037,000148143544822489F3E3A000000000,89F3E3A0,12/14/2016,4,1,ATL,12/10/2016,4 CROWN,,-84.389079,33.7647,1,0,3,3,NA,1,1,0,1,0,1,1
104037,00014821718394314AF5F3B000000000,4AF5F3B0,12/20/2016,1,3,ATL,12/19/2016,4 CROWN,NA,-84.389079,33.7647,1,NA,NA,NA,143.65,1,1,0,1,0,1,1
104037,00014813221030297D6C99B000000000,7D6C99B0,12/19/2016,10,1,ATL,12/9/2016,4 CROWN,,-84.389079,33.7647,1,0,3,3,NA,1,1,0,1,0,1,1
104037,000148143544822489F3E3A000000000,89F3E3A0,12/14/2016,4,1,ATL,12/10/2016,4 CROWN,,-84.389079,33.7647,1,0,3,3,NA,1,1,0,1,0,1,1
104037,000148132002669505D3BAE000000000,05D3BAE0,12/20/2016,11,3,ATL,12/9/2016,4 CROWN,,-84.389079,33.7647,1,0,3,3,145.63,1,1,0,1,0,1,1
104037,0001482349059991C4028CB000000000,C4028CB0,1/5/2017,15,1,ATL,12/21/2016,4 CROWN,,-84.389079,33.7647,1,0,3,3,188.1,1,1,0,1,0,1,1
104037,00014813221030297D6C99B000000000,7D6C99B0,12/19/2016,10,1,ATL,12/9/2016,4 CROWN,,-84.389079,33.7647,1,0,3,3,NA,1,1,0,1,0,1,1
104037,000148132002669505D3BAE000000000,05D3BAE0,12/20/2016,11,3,ATL,12/9/2016,4 CROWN,,-84.389079,33.7647,1,0,3,3,145.63,1,1,0,1,0,1,1
104037,00014821718394314AF5F3B000000000,4AF5F3B0,12/20/2016,1,3,ATL,12/19/2016,4 CROWN,NA,-84.389079,33.7647,1,NA,NA,NA,143.65,1,1,0,1,0,1,1
104037,000148143544822489F3E3A000000000,89F3E3A0,12/14/2016,4,1,ATL,12/10/2016,4 CROWN,,-84.389079,33.7647,1,0,3,3,NA,1,1,0,1,0,1,1
104185,000148216548323141BEBBE000000000,41BEBBE0,12/20/2016,1,2,SNA,12/19/2016,4 CROWN,NA,-118.002749,33.65777,0,NA,NA,NA,167,0,0,0,0,0,1,0
104405,00014821646285295C7166B000000000,5C7166B0,12/19/2016,0,1,NYC,12/19/2016,3 CROWN,,-74.0934,40.8296,1,0,3,3,189,1,1,0,1,1,0,1
104405,0001481665441142A11CB8A000000000,A11CB8A0,12/14/2016,1,1,NYC,12/13/2016,3 CROWN,NA,-74.0934,40.8296,1,NA,NA,NA,199,1,1,0,1,1,0,1
104405,0001481665441142A11CB8A000000000,A11CB8A0,12/14/2016,1,1,NYC,12/13/2016,3 CROWN,NA,-74.0934,40.8296,1,NA,NA,NA,199,1,1,0,1,1,0,1
104406,00014829468018186A5576F000000000,6A5576F0,1/3/2017,6,1,NYC,12/28/2016,3 CROWN,,-74.005489,40.727557,1,0,10,49,161,1,0,0,1,0,1,1
104406,0001481558299888122EF7A000000000,122EF7A0,12/13/2016,1,1,NYC,12/12/2016,3 CROWN,,-74.005489,40.727557,0,0,1,9,NA,1,0,0,1,0,1,1
104406,0001482605045435492570F000000000,492570F0,1/9/2017,16,3,NYC,12/24/2016,3 CROWN,,-74.005489,40.727557,0,0,8,49,NA,1,0,0,1,0,1,1
104406,00014829468018186A5576F000000000,6A5576F0,1/3/2017,6,1,NYC,12/28/2016,3 CROWN,,-74.005489,40.727557,1,0,10,49,161,1,0,0,1,0,1,1
10449,0001480960295375421DA1A000000000,421DA1A0,12/11/2016,6,1,NYC,12/5/2016,3 CROWN,,-74.300425,40.874885,1,0,1,1,116.1,1,1,0,1,1,1,1
10449,0001480960295375421DA1A000000000,421DA1A0,12/11/2016,6,1,NYC,12/5/2016,3 CROWN,,-74.300425,40.874885,1,0,1,1,116.1,1,1,0,1,1,1,1
1045,0001481525445357D7D85FA000000000,D7D85FA0,1/23/2017,42,4,LAX,12/12/2016,3 CROWN,NA,-118.779213,34.144268,1,NA,NA,NA,NA,1,1,0,1,0,1,1
1045,0001481058019511B1FAD3B000000000,B1FAD3B0,1/17/2017,42,1,LAX,12/6/2016,3 CROWN,FLCCR,-118.779213,34.144268,1,0,1,1,179.1,1,1,0,1,0,1,1
1045,0001481058019511B1FAD3B000000000,B1FAD3B0,1/17/2017,42,1,LAX,12/6/2016,3 CROWN,FLCCR,-118.779213,34.144268,1,0,1,1,179.1,1,1,0,1,0,1,1
1045,0001481058019511B1FAD3B000000000,B1FAD3B0,1/17/2017,42,1,LAX,12/6/2016,3 CROWN,FLCCR,-118.779213,34.144268,1,0,1,1,179.1,1,1,0,1,0,1,1
1045,0001481525445357D7D85FA000000000,D7D85FA0,1/23/2017,42,4,LAX,12/12/2016,3 CROWN,NA,-118.779213,34.144268,1,NA,NA,NA,NA,1,1,0,1,0,1,1
104641,D1BADFA045B36BA606C555D000000000,06C555D0,12/4/2016,3,4,CHI,12/1/2016,3 CROWN,,-88.039475,41.710418,0,0,3,3,NA,1,1,0,1,0,0,1
104641,0001481154659971BB877FD000000000,BB877FD0,1/8/2017,32,1,CHI,12/7/2016,3 CROWN,,-88.039475,41.710418,1,0,3,4,95,1,1,0,1,0,0,1
10471,0001480712286275E1E104A000000000,E1E104A0,12/5/2016,3,2,NYC,12/2/2016,4 CROWN,NA,-73.9836,40.7628,0,NA,NA,NA,NA,1,0,0,1,0,1,1
10471,000148112586066521FFBFA000000000,21FFBFA0,4/20/2017,134,1,NYC,12/7/2016,4 CROWN,SPOT,-73.9836,40.7628,1,1,10,25,323.1,1,0,0,1,0,1,1
10471,0001480719233478A4BC59B000000000,A4BC59B0,12/7/2016,5,1,NYC,12/2/2016,4 CROWN,NA,-73.9836,40.7628,0,NA,NA,NA,656.1,1,0,0,1,0,1,1
10471,000148131627517072286EB000000000,72286EB0,12/13/2016,4,1,NYC,12/9/2016,4 CROWN,SPOT,-73.9836,40.7628,0,1,5,45,467.1,1,0,0,1,0,1,1
10471,0001480996195372D297D5A000000000,D297D5A0,12/19/2016,14,1,NYC,12/5/2016,4 CROWN,SPOT,-73.9836,40.7628,1,1,23,816,188.1,1,0,0,1,0,1,1
10471,D1BBF80C2E6F638C837BE3A000000000,837BE3A0,12/5/2016,3,3,NYC,12/2/2016,4 CROWN,NA,-73.9836,40.7628,0,NA,NA,NA,656.1,1,0,0,1,0,1,1
10471,0001482270377003CF4DA4B000000000,CF4DA4B0,12/29/2016,9,1,NYC,12/20/2016,4 CROWN,SPOT,-73.9836,40.7628,1,1,2,3,377.1,1,0,0,1,0,1,1
104711,00014824256134535C7672A000000000,5C7672A0,1/12/2017,21,1,NYC,12/22/2016,4 CROWN,CWT2,-73.97778,40.76458,0,0,5,20,309,1,0,0,1,1,0,0
10476,00014811663020798127F5A000000000,8127F5A0,4/27/2017,141,5,CHI,12/7/2016,3 CROWN,SPOT,-87.624202,41.894928,0,1,3,49,219,1,0,0,1,0,1,1
10483,D1C29871673E758DA028BBA000000000,A028BBA0,12/11/2016,4,4,ATL,12/7/2016,2 CROWN,,-84.763636,34.175138,0,0,17,30,NA,1,1,0,0,1,0,1
105107,000148155213751005F2B0B000000000,05F2B0B0,12/20/2016,8,1,ATL,12/12/2016,5 CROWN,,-84.3834,33.84105,1,0,1,1,NA,1,1,0,1,0,1,1
105107,0001483031705774A88E53A000000000,A88E53A0,4/4/2017,96,3,ATL,12/29/2016,5 CROWN,,-84.3834,33.84105,1,0,1,1,NA,1,1,0,1,0,1,1
105107,000148155213751005F2B0B000000000,05F2B0B0,12/20/2016,8,1,ATL,12/12/2016,5 CROWN,,-84.3834,33.84105,1,0,1,1,NA,1,1,0,1,0,1,1
105107,0001483031705774A88E53A000000000,A88E53A0,4/4/2017,96,3,ATL,12/29/2016,5 CROWN,,-84.3834,33.84105,1,0,1,1,NA,1,1,0,1,0,1,1
105107,0001483031705774A88E53A000000000,A88E53A0,4/4/2017,96,3,ATL,12/29/2016,5 CROWN,,-84.3834,33.84105,1,0,1,1,NA,1,1,0,1,0,1,1
105107,000148155213751005F2B0B000000000,05F2B0B0,12/20/2016,8,1,ATL,12/12/2016,5 CROWN,,-84.3834,33.84105,1,0,1,1,NA,1,1,0,1,0,1,1
105107,0001482526063316A302FFA000000000,A302FFA0,1/10/2017,18,2,ATL,12/23/2016,5 CROWN,NA,-84.3834,33.84105,1,NA,NA,NA,472.5,1,1,0,1,0,1,1
105107,0001483031705774A88E53A000000000,A88E53A0,4/4/2017,96,3,ATL,12/29/2016,5 CROWN,,-84.3834,33.84105,1,0,1,1,NA,1,1,0,1,0,1,1
105107,0001482526063316A302FFA000000000,A302FFA0,1/10/2017,18,2,ATL,12/23/2016,5 CROWN,NA,-84.3834,33.84105,1,NA,NA,NA,472.5,1,1,0,1,0,1,1
105423,0001480622703080EE7581A000000000,EE7581A0,12/6/2016,5,1,CHI,12/1/2016,2 CROWN,NA,-88.0033,42.3051,1,NA,NA,NA,NA,1,1,0,1,1,0,1
105423,0001480622753813EE7581A000000000,EE7581A0,12/6/2016,5,1,CHI,12/1/2016,2 CROWN,NA,-88.0033,42.3051,1,NA,NA,NA,NA,1,1,0,1,1,0,1
105423,0001481136325941AF98EBA000000000,AF98EBA0,12/14/2016,7,1,CHI,12/7/2016,2 CROWN,NA,-88.0033,42.3051,1,NA,NA,NA,116.1,1,1,0,1,1,0,1
105423,0001481136325941AF98EBA000000000,AF98EBA0,12/14/2016,7,1,CHI,12/7/2016,2 CROWN,NA,-88.0033,42.3051,1,NA,NA,NA,116.1,1,1,0,1,1,0,1
105456,00014815660283838FDBDBA000000000,8FDBDBA0,12/14/2016,2,1,CHI,12/12/2016,4 CROWN,CWT2,-87.6276,41.886,1,0,1,2,NA,1,0,0,1,0,0,0
105456,00014815660283838FDBDBA000000000,8FDBDBA0,12/14/2016,2,1,CHI,12/12/2016,4 CROWN,CWT2,-87.6276,41.886,1,0,1,2,NA,1,0,0,1,0,0,0
105456,0001481319951685053270A000000000,053270A0,12/13/2016,4,3,CHI,12/9/2016,4 CROWN,SPOT,-87.6276,41.886,0,1,9,26,NA,1,0,0,1,0,0,0
105456,0001481749998081A6994DA000000000,A6994DA0,1/5/2017,22,5,CHI,12/14/2016,4 CROWN,NA,-87.6276,41.886,0,NA,NA,NA,NA,1,0,0,1,0,0,0
105456,00014818170047427D7E59B000000000,7D7E59B0,12/15/2016,0,1,CHI,12/15/2016,4 CROWN,SPOT,-87.6276,41.886,0,1,1,4,185.22,1,0,0,1,0,0,0
10574,0001481103836906D6334CF000000000,D6334CF0,12/14/2016,7,1,ATL,12/7/2016,3 CROWN,,-84.397258,33.653294,0,0,1,4,NA,1,1,1,1,1,0,1
106,00014806914211652E985CF000000000,2E985CF0,1/7/2017,36,1,CHI,12/2/2016,2 CROWN,NA,-87.884539,41.998661,1,NA,NA,NA,99,1,1,1,1,1,0,1
106,0001481311191316F37A9CC000000000,F37A9CC0,12/9/2016,0,1,CHI,12/9/2016,2 CROWN,,-87.884539,41.998661,1,0,5,10,109,1,1,1,1,1,0,1
1062,000148060393598517D660C000000000,17D660C0,12/10/2016,9,1,NYC,12/1/2016,4 CROWN,,-74.180175,40.691846,1,0,1,1,NA,1,1,1,1,0,1,1
1062,0001481553285681DE8EC6B000000000,DE8EC6B0,12/12/2016,0,1,NYC,12/12/2016,4 CROWN,TZL0,-74.180175,40.691846,0,0,6,8,319,1,1,1,1,0,1,1
1062,00014806158682674DA8A2A000000000,4DA8A2A0,12/12/2016,11,1,NYC,12/1/2016,4 CROWN,,-74.180175,40.691846,1,0,3,18,246,1,1,1,1,0,1,1
1062,0001480633458166EB288EA000000000,EB288EA0,12/7/2016,6,1,NYC,12/1/2016,4 CROWN,,-74.180175,40.691846,1,0,1,1,NA,1,1,1,1,0,1,1
1062,0001480967283833EF319BA000000000,EF319BA0,12/12/2016,7,1,NYC,12/5/2016,4 CROWN,,-74.180175,40.691846,1,0,25,143,246,1,1,1,1,0,1,1
1062,00014806158682674DA8A2A000000000,4DA8A2A0,12/12/2016,11,1,NYC,12/1/2016,4 CROWN,,-74.180175,40.691846,1,0,3,18,246,1,1,1,1,0,1,1
1062,0001481124433290BBBF7AA000000000,BBBF7AA0,12/17/2016,10,1,NYC,12/7/2016,4 CROWN,,-74.180175,40.691846,1,0,1,1,NA,1,1,1,1,0,1,1
1062,0001481124433290BBBF7AA000000000,BBBF7AA0,12/17/2016,10,1,NYC,12/7/2016,4 CROWN,,-74.180175,40.691846,1,0,1,1,NA,1,1,1,1,0,1,1
1062,00014806158682674DA8A2A000000000,4DA8A2A0,12/12/2016,11,1,NYC,12/1/2016,4 CROWN,,-74.180175,40.691846,1,0,3,18,246,1,1,1,1,0,1,1
1062,0001480633458166EB288EA000000000,EB288EA0,12/7/2016,6,1,NYC,12/1/2016,4 CROWN,,-74.180175,40.691846,1,0,1,1,NA,1,1,1,1,0,1,1
1062,00014806158682674DA8A2A000000000,4DA8A2A0,12/12/2016,11,1,NYC,12/1/2016,4 CROWN,,-74.180175,40.691846,1,0,3,18,246,1,1,1,1,0,1,1
1062,0001481239933341CCB8BFA000000000,CCB8BFA0,12/14/2016,6,2,NYC,12/8/2016,4 CROWN,TZL0,-74.180175,40.691846,1,0,14,18,220,1,1,1,1,0,1,1
1062,000148060393598517D660C000000000,17D660C0,12/10/2016,9,1,NYC,12/1/2016,4 CROWN,,-74.180175,40.691846,1,0,1,1,NA,1,1,1,1,0,1,1
1062,0001480967948052872F5AB000000000,872F5AB0,12/6/2016,1,1,NYC,12/5/2016,4 CROWN,TZL0,-74.180175,40.691846,1,0,8,10,329,1,1,1,1,0,1,1
10623,0001481825112262A48695A000000000,A48695A0,12/17/2016,2,3,NYC,12/15/2016,4 CROWN,,-74.004412,40.721626,1,0,1,1,644,1,0,0,1,0,1,1
